Hemisphere,Year,Apr,Aug,D-N,Dec,DJF,Feb,J-D,Jan,JJA,Jul,Jun,MAM,Mar,May,Nov,Oct,Sep,SON
Northern,1880,-0.28,-0.24,,-0.38,,-0.5,-0.27,-0.34,-0.18,-0.16,-0.14,-0.18,-0.22,-0.04,-0.41,-0.3,-0.21,-0.31
Northern,1881,0.02,-0.02,-0.17,-0.21,-0.3,-0.21,-0.16,-0.3,-0.08,0.1,-0.31,0.01,-0.03,0.05,-0.35,-0.41,-0.25,-0.34
Northern,1882,-0.3,-0.13,-0.16,-0.66,0.1,0.23,-0.2,0.28,-0.22,-0.26,-0.28,-0.17,0.03,-0.23,-0.31,-0.51,-0.23,-0.35
Northern,1883,-0.27,-0.2,-0.31,-0.14,-0.62,-0.65,-0.26,-0.56,-0.11,-0.01,-0.11,-0.21,-0.14,-0.23,-0.41,-0.14,-0.3,-0.28
Northern,1884,-0.58,-0.5,-0.39,-0.46,-0.13,-0.1,-0.42,-0.16,-0.44,-0.43,-0.4,-0.52,-0.63,-0.35,-0.56,-0.43,-0.43,-0.47
Northern,1885,-0.47,-0.4,-0.45,-0.1,-0.64,-0.45,-0.42,-1,-0.39,-0.33,-0.44,-0.42,-0.22,-0.58,-0.37,-0.36,-0.38,-0.37
Northern,1886,-0.36,-0.42,-0.41,-0.2,-0.55,-0.83,-0.42,-0.74,-0.3,-0.13,-0.36,-0.46,-0.71,-0.32,-0.38,-0.3,-0.32,-0.33
Northern,1887,-0.37,-0.53,-0.41,-0.42,-0.65,-0.69,-0.42,-1.07,-0.32,-0.23,-0.19,-0.34,-0.42,-0.24,-0.26,-0.48,-0.19,-0.31
Northern,1888,-0.21,-0.2,-0.24,-0.22,-0.5,-0.6,-0.22,-0.48,-0.07,0.01,-0.02,-0.33,-0.63,-0.14,0,-0.03,-0.18,-0.07
Northern,1889,0.17,-0.2,-0.14,-0.54,-0.06,0.31,-0.17,-0.26,-0.11,-0.07,-0.06,0.04,-0.02,-0.03,-0.61,-0.41,-0.3,-0.44
Northern,1890,-0.24,-0.38,-0.38,-0.46,-0.58,-0.56,-0.38,-0.63,-0.25,-0.23,-0.15,-0.35,-0.46,-0.35,-0.62,-0.09,-0.34,-0.35
Northern,1891,-0.35,-0.12,-0.29,-0.03,-0.53,-0.68,-0.26,-0.47,-0.12,-0.12,-0.12,-0.22,-0.16,-0.15,-0.52,-0.28,-0.08,-0.29
Northern,1892,-0.45,-0.32,-0.34,-0.65,-0.22,-0.15,-0.39,-0.49,-0.25,-0.37,-0.05,-0.45,-0.67,-0.23,-0.82,-0.28,-0.2,-0.43
Northern,1893,-0.3,-0.33,-0.48,-0.6,-1.05,-0.97,-0.47,-1.52,-0.21,-0.13,-0.18,-0.35,-0.31,-0.43,-0.33,-0.28,-0.28,-0.3
Northern,1894,-0.54,-0.26,-0.41,-0.35,-0.64,-0.42,-0.39,-0.91,-0.29,-0.2,-0.4,-0.34,-0.21,-0.26,-0.47,-0.27,-0.32,-0.35
Northern,1895,-0.18,-0.26,-0.31,-0.22,-0.62,-0.81,-0.3,-0.69,-0.21,-0.18,-0.2,-0.32,-0.49,-0.29,-0.12,-0.09,-0.05,-0.09
Northern,1896,-0.6,-0.1,-0.19,-0.21,-0.25,-0.18,-0.19,-0.35,-0.01,0.01,0.08,-0.42,-0.49,-0.16,-0.2,0.05,-0.12,-0.09
Northern,1897,-0.05,-0.06,-0.16,-0.26,-0.34,-0.42,-0.16,-0.4,-0.03,0.04,-0.06,-0.1,-0.4,0.14,-0.26,-0.14,-0.06,-0.15
Northern,1898,-0.27,-0.16,-0.27,-0.25,-0.21,-0.42,-0.27,0.07,-0.1,-0.09,-0.06,-0.43,-0.78,-0.26,-0.5,-0.36,-0.16,-0.34
Northern,1899,-0.23,-0.06,-0.18,-0.45,-0.34,-0.64,-0.2,-0.11,-0.19,-0.16,-0.34,-0.34,-0.57,-0.23,0.38,0.05,-0.04,0.13
Northern,1900,-0.09,-0.07,-0.11,-0.01,-0.4,-0.13,-0.08,-0.6,-0.09,-0.1,-0.08,-0.01,0.07,-0.02,-0.1,0.25,-0.01,0.05
Northern,1901,0.12,-0.15,-0.08,-0.39,-0.14,-0.08,-0.11,-0.32,-0.03,0.03,0.02,0.1,0.29,-0.11,-0.21,-0.31,-0.26,-0.26
Northern,1902,-0.37,-0.26,-0.3,-0.58,-0.17,0.03,-0.31,-0.15,-0.31,-0.31,-0.34,-0.37,-0.37,-0.37,-0.43,-0.28,-0.32,-0.34
Northern,1903,-0.44,-0.53,-0.36,-0.55,-0.22,0.13,-0.36,-0.2,-0.46,-0.43,-0.43,-0.33,-0.12,-0.41,-0.41,-0.47,-0.48,-0.45
Northern,1904,-0.49,-0.53,-0.48,-0.33,-0.63,-0.58,-0.47,-0.76,-0.52,-0.58,-0.47,-0.43,-0.39,-0.42,-0.07,-0.37,-0.62,-0.36
Northern,1905,-0.45,-0.22,-0.29,-0.16,-0.52,-0.81,-0.28,-0.41,-0.23,-0.2,-0.26,-0.31,-0.22,-0.28,0.1,-0.25,-0.18,-0.11
Northern,1906,0.05,-0.15,-0.24,0.04,-0.41,-0.52,-0.23,-0.55,-0.17,-0.25,-0.11,-0.13,-0.19,-0.24,-0.39,-0.16,-0.23,-0.26
Northern,1907,-0.44,-0.37,-0.41,-0.56,-0.41,-0.71,-0.46,-0.57,-0.42,-0.39,-0.49,-0.44,-0.3,-0.57,-0.54,-0.18,-0.39,-0.37
Northern,1908,-0.47,-0.56,-0.45,-0.54,-0.46,-0.27,-0.45,-0.53,-0.4,-0.35,-0.3,-0.48,-0.69,-0.29,-0.62,-0.44,-0.3,-0.45
Northern,1909,-0.64,-0.34,-0.48,-0.56,-0.64,-0.45,-0.48,-0.92,-0.42,-0.43,-0.5,-0.59,-0.66,-0.48,-0.11,-0.32,-0.36,-0.26
Northern,1910,-0.4,-0.38,-0.41,-0.8,-0.43,-0.37,-0.43,-0.35,-0.39,-0.36,-0.43,-0.39,-0.49,-0.28,-0.57,-0.3,-0.42,-0.43
Northern,1911,-0.44,-0.43,-0.45,-0.29,-0.69,-0.57,-0.41,-0.69,-0.37,-0.35,-0.32,-0.5,-0.63,-0.44,-0.19,-0.18,-0.37,-0.25
Northern,1912,-0.15,-0.76,-0.43,-0.55,-0.26,-0.16,-0.45,-0.34,-0.46,-0.51,-0.12,-0.28,-0.59,-0.11,-0.5,-0.83,-0.79,-0.71
Northern,1913,-0.5,-0.45,-0.47,0.12,-0.58,-0.64,-0.41,-0.55,-0.48,-0.5,-0.48,-0.5,-0.46,-0.54,-0.13,-0.39,-0.42,-0.31
Northern,1914,-0.37,-0.27,-0.17,-0.04,0.07,-0.1,-0.18,0.18,-0.27,-0.33,-0.22,-0.3,-0.35,-0.18,-0.21,0,-0.29,-0.17
Northern,1915,0.08,-0.15,-0.11,-0.25,-0.13,-0.08,-0.13,-0.26,-0.12,-0.08,-0.11,-0.05,-0.23,-0.01,-0.02,-0.26,-0.2,-0.16
Northern,1916,-0.34,-0.36,-0.33,-1.13,-0.16,-0.16,-0.41,-0.08,-0.39,-0.33,-0.49,-0.35,-0.38,-0.35,-0.46,-0.34,-0.48,-0.43
Northern,1917,-0.64,-0.39,-0.57,-1.05,-0.78,-0.68,-0.57,-0.53,-0.4,-0.32,-0.48,-0.7,-0.74,-0.72,-0.31,-0.62,-0.3,-0.41
Northern,1918,-0.58,-0.36,-0.43,-0.55,-0.73,-0.45,-0.39,-0.69,-0.38,-0.33,-0.44,-0.44,-0.24,-0.48,-0.21,-0.04,-0.25,-0.17
Northern,1919,-0.23,-0.3,-0.34,-0.55,-0.44,-0.41,-0.34,-0.37,-0.34,-0.33,-0.39,-0.34,-0.38,-0.41,-0.47,-0.08,-0.19,-0.25
Northern,1920,-0.2,-0.32,-0.28,-0.71,-0.33,-0.28,-0.3,-0.15,-0.27,-0.25,-0.25,-0.14,0.01,-0.21,-0.45,-0.39,-0.35,-0.4
Northern,1921,-0.17,-0.29,-0.15,-0.13,-0.2,-0.08,-0.1,0.19,-0.15,-0.03,-0.15,-0.17,-0.11,-0.24,-0.09,0,-0.17,-0.09
Northern,1922,-0.16,-0.36,-0.27,-0.14,-0.37,-0.62,-0.27,-0.37,-0.26,-0.28,-0.15,-0.15,-0.11,-0.19,-0.13,-0.32,-0.43,-0.29
Northern,1923,-0.52,-0.27,-0.23,0.1,-0.26,-0.46,-0.21,-0.18,-0.26,-0.28,-0.23,-0.43,-0.39,-0.39,0.16,0.07,-0.17,0.02
Northern,1924,-0.28,-0.26,-0.14,-0.36,-0.13,-0.21,-0.18,-0.28,-0.22,-0.21,-0.19,-0.1,0.03,-0.05,0.11,-0.23,-0.22,-0.11
Northern,1925,-0.16,-0.18,-0.18,0.23,-0.34,-0.38,-0.13,-0.28,-0.22,-0.25,-0.25,-0.2,-0.23,-0.21,0.22,-0.08,-0.04,0.03
Northern,1926,-0.11,-0.05,0.06,-0.29,0.32,0.19,0.02,0.53,-0.15,-0.19,-0.19,0.01,0.37,-0.23,0.17,0.07,-0.02,0.07
Northern,1927,-0.27,-0.16,-0.13,-0.37,-0.22,-0.08,-0.13,-0.28,-0.12,-0.07,-0.13,-0.28,-0.46,-0.12,0.09,0.24,0.03,0.12
Northern,1928,-0.31,-0.19,-0.12,-0.04,0,0.09,-0.1,0.27,-0.2,-0.1,-0.31,-0.24,-0.23,-0.17,0.06,-0.08,-0.16,-0.06
Northern,1929,-0.35,-0.19,-0.28,-0.65,-0.46,-0.79,-0.33,-0.56,-0.31,-0.35,-0.39,-0.27,-0.19,-0.27,-0.02,-0.01,-0.2,-0.07
Northern,1930,-0.15,0.02,-0.07,0.08,-0.32,-0.19,-0.01,-0.11,-0.04,-0.03,-0.11,-0.08,0.11,-0.2,0.45,0.02,-0.02,0.15
Northern,1931,-0.2,0.09,0.05,0.1,-0.05,-0.23,0.05,0.01,0.11,0.08,0.15,-0.13,-0.06,-0.14,0.26,0.36,0.17,0.26
Northern,1932,0.1,-0.08,-0.03,-0.21,0.1,-0.18,-0.05,0.39,-0.12,-0.14,-0.14,-0.06,-0.2,-0.09,-0.32,0.14,0.1,-0.03
Northern,1933,-0.17,-0.14,-0.23,-0.55,-0.23,-0.3,-0.25,-0.18,-0.2,-0.13,-0.31,-0.25,-0.31,-0.26,-0.24,-0.17,-0.28,-0.23
Northern,1934,-0.29,-0.1,-0.06,0.18,-0.12,0.33,0,-0.15,-0.05,-0.03,-0.01,-0.16,-0.27,0.08,0.27,0.13,-0.14,0.09
Northern,1935,-0.35,-0.07,-0.06,-0.17,0.12,0.56,-0.09,-0.39,-0.09,-0.04,-0.15,-0.2,0.03,-0.29,-0.32,0.12,-0.06,-0.09
Northern,1936,-0.06,0.03,-0.06,0.15,-0.32,-0.5,-0.03,-0.29,0.05,0.09,0.04,-0.06,-0.13,-0.01,0.15,0.07,0.07,0.09
Northern,1937,-0.07,0.15,0.13,0,0.16,0.24,0.12,0.09,0.15,0.14,0.14,-0.06,-0.23,0.12,0.25,0.33,0.29,0.29
Northern,1938,0.31,0.08,0.17,-0.13,0.21,0.28,0.16,0.35,0,-0.03,-0.07,0.22,0.34,0.03,0.31,0.32,0.15,0.26
Northern,1939,-0.07,0.08,0.01,0.79,-0.04,-0.01,0.09,0.03,0.04,0.05,0,-0.1,-0.24,0.01,0.24,0.08,0.13,0.15
Northern,1940,0.28,0.07,0.21,0.36,0.27,0.14,0.18,-0.1,0.13,0.15,0.16,0.16,0.03,0.16,0.3,0.29,0.27,0.29
Northern,1941,0.12,0.19,0.24,0.19,0.34,0.47,0.23,0.18,0.21,0.25,0.21,0.16,0.12,0.24,0.18,0.5,0.1,0.26
Northern,1942,0.09,-0.08,0.12,0.27,0.17,-0.09,0.13,0.4,0.01,0,0.1,0.08,-0.01,0.16,0.26,0.28,0.11,0.22
Northern,1943,0.31,0.1,0.17,0.37,0.19,0.38,0.18,-0.1,0,-0.02,-0.07,0.18,0,0.23,0.36,0.46,0.14,0.32
Northern,1944,0.18,0.16,0.3,-0.01,0.48,0.43,0.27,0.62,0.16,0.14,0.17,0.24,0.31,0.23,0.19,0.44,0.35,0.33
Northern,1945,0.29,0.28,0.12,-0.21,0.01,-0.06,0.1,0.11,0.14,0.06,0.08,0.15,0.09,0.08,0.09,0.24,0.2,0.18
Northern,1946,0.31,-0.1,0.05,-0.45,0.07,0.09,0.03,0.34,-0.06,-0.04,-0.05,0.16,0.12,0.03,0.07,0.02,-0.04,0.02
Northern,1947,0.23,-0.04,0.05,-0.05,-0.18,-0.04,0.08,-0.04,-0.02,-0.03,0,0.19,0.28,0.06,0.19,0.41,-0.01,0.2
Northern,1948,-0.03,0.03,0.01,-0.39,0.04,-0.15,-0.02,0.3,0.03,0.01,0.04,-0.05,-0.28,0.17,0.04,0.08,-0.03,0.03
Northern,1949,-0.03,-0.04,-0.05,-0.14,-0.08,-0.09,-0.03,0.23,-0.12,-0.11,-0.2,0.01,0.04,0.01,0.05,0.07,-0.1,0.01
Northern,1950,-0.22,-0.2,-0.15,-0.13,-0.23,-0.27,-0.15,-0.29,-0.15,-0.18,-0.06,-0.07,0.06,-0.04,-0.33,-0.06,-0.09,-0.16
Northern,1951,0.06,0.22,0,0.38,-0.33,-0.52,0.04,-0.36,0.09,0.08,-0.02,0.02,-0.18,0.17,0.08,0.29,0.34,0.23
Northern,1952,0.17,0.07,0.09,0.01,0.24,0.17,0.06,0.17,0.12,0.14,0.16,0.03,-0.22,0.15,-0.21,-0.01,0.14,-0.03
Northern,1953,0.41,0.18,0.22,0.22,0.2,0.37,0.24,0.24,0.22,0.21,0.25,0.3,0.25,0.24,0.08,0.27,0.17,0.17
Northern,1954,-0.01,-0.01,0.01,-0.11,-0.01,0,-0.02,-0.24,-0.05,-0.11,-0.04,-0.08,-0.16,-0.07,0.34,0.13,0.09,0.19
Northern,1955,-0.24,0.06,-0.08,-0.29,0.06,-0.13,-0.09,0.42,-0.03,-0.05,-0.1,-0.27,-0.43,-0.13,-0.34,0.12,-0.02,-0.08
Northern,1956,-0.26,-0.28,-0.25,-0.1,-0.22,-0.32,-0.23,-0.04,-0.23,-0.2,-0.2,-0.27,-0.23,-0.3,-0.26,-0.28,-0.32,-0.29
Northern,1957,-0.1,0.16,0.01,0.24,-0.1,-0.06,0.04,-0.14,0.13,0.11,0.12,-0.08,-0.1,-0.06,0.12,0.06,0.12,0.1
Northern,1958,0.02,0.13,0.16,0.18,0.4,0.28,0.15,0.68,0.07,0.04,0.04,0.1,0.16,0.12,0.03,0.08,0.07,0.06
Northern,1959,0.22,0.09,0.13,0.1,0.19,0.16,0.12,0.24,0.09,0.05,0.14,0.19,0.33,0.04,0.02,-0.04,0.13,0.04
Northern,1960,-0.13,0.11,0.05,0.39,0.22,0.42,0.08,0.15,0.13,0.09,0.19,-0.16,-0.4,0.03,-0.08,0.05,0.12,0.03
Northern,1961,0.14,0.05,0.13,-0.17,0.29,0.29,0.09,0.17,0.09,0.06,0.18,0.14,0.22,0.07,0.08,-0.04,-0.02,0.01
Northern,1962,0.22,0.04,0.1,0.1,0.16,0.36,0.13,0.28,0,0.1,-0.13,0.18,0.3,0.02,0.12,0.13,-0.02,0.08
Northern,1963,0.04,0.14,0.14,0.02,0.22,0.5,0.14,0.07,0.07,0.1,-0.04,-0.04,-0.11,-0.05,0.43,0.42,0.13,0.33
Northern,1964,-0.3,-0.23,-0.17,-0.27,-0.02,-0.03,-0.19,-0.05,-0.15,-0.13,-0.09,-0.24,-0.32,-0.1,-0.22,-0.31,-0.28,-0.27
Northern,1965,-0.26,-0.2,-0.16,-0.08,-0.22,-0.37,-0.14,-0.02,-0.2,-0.18,-0.2,-0.16,-0.1,-0.13,0.05,-0.02,-0.2,-0.06
Northern,1966,-0.22,0.14,-0.02,-0.03,-0.1,0.03,-0.02,-0.25,0.1,0.11,0.06,-0.09,0,-0.05,0.02,-0.1,0.06,0
Northern,1967,0.05,0.06,0.02,0.02,-0.19,-0.37,0.03,-0.17,0.02,0.05,-0.06,0.16,0.23,0.21,0.04,0.29,-0.03,0.1
Northern,1968,0,-0.08,-0.04,-0.33,-0.14,-0.16,-0.07,-0.29,-0.07,-0.08,-0.04,0.13,0.44,-0.06,-0.22,0,-0.04,-0.09
Northern,1969,0.03,0.05,-0.08,0.31,-0.4,-0.45,-0.03,-0.43,0.02,0.06,-0.04,-0.02,-0.2,0.11,0.15,0.03,0.04,0.07
Northern,1970,-0.02,-0.05,0.01,-0.31,0.19,0.28,-0.04,-0.02,-0.03,-0.04,0.02,-0.03,-0.07,0,0.01,-0.2,-0.05,-0.08
Northern,1971,-0.2,-0.16,-0.17,-0.13,-0.22,-0.21,-0.15,-0.14,-0.14,-0.13,-0.14,-0.2,-0.28,-0.12,-0.02,-0.16,-0.14,-0.1
Northern,1972,-0.11,-0.09,-0.18,-0.05,-0.4,-0.52,-0.17,-0.54,-0.08,-0.05,-0.1,-0.09,0.01,-0.15,-0.2,-0.04,-0.26,-0.17
Northern,1973,0.19,0.03,0.09,-0.04,0.18,0.44,0.09,0.15,0.08,0.04,0.16,0.2,0.32,0.09,-0.09,-0.07,-0.08,-0.08
Northern,1974,-0.1,-0.11,-0.16,-0.27,-0.21,-0.35,-0.18,-0.25,-0.14,-0.12,-0.18,-0.09,0.02,-0.19,-0.2,-0.23,-0.16,-0.2
Northern,1975,0.05,-0.13,-0.06,-0.22,0,0.09,-0.05,0.16,-0.09,-0.06,-0.08,0.05,0.1,-0.02,-0.3,-0.18,-0.08,-0.19
Northern,1976,0.02,-0.21,-0.2,-0.25,-0.1,-0.12,-0.21,0.05,-0.22,-0.26,-0.2,-0.18,-0.31,-0.26,-0.31,-0.51,-0.12,-0.31
Northern,1977,0.25,0.02,0.1,0.02,-0.1,0.11,0.12,-0.16,0.11,0.09,0.23,0.25,0.27,0.23,0.28,-0.02,0.13,0.13
Northern,1978,0.07,-0.14,0.02,0.02,0.08,0.04,0.02,0.16,-0.12,-0.07,-0.14,0.08,0.21,-0.06,0.16,0,-0.01,0.05
Northern,1979,-0.17,0.04,0.04,0.55,-0.13,-0.35,0.08,-0.05,0.06,0.05,0.08,0.01,0.18,0.01,0.24,0.23,0.19,0.22
Northern,1980,0.15,0.09,0.21,0.09,0.39,0.41,0.17,0.21,0.14,0.14,0.19,0.16,0.07,0.26,0.2,0.11,0.1,0.14
Northern,1981,0.39,0.16,0.33,0.54,0.5,0.63,0.37,0.79,0.18,0.09,0.28,0.42,0.67,0.18,0.35,0.23,0.14,0.24
Northern,1982,0.17,-0.07,0.07,0.38,0.19,0.17,0.06,-0.13,0,0.05,0.01,0.11,0.06,0.09,-0.11,0,0.06,-0.02
Northern,1983,0.07,0.26,0.27,0.11,0.43,0.35,0.25,0.55,0.19,0.21,0.11,0.18,0.42,0.06,0.49,0.12,0.26,0.29
Northern,1984,-0.07,0.06,0.08,-0.42,0.16,0.03,0.04,0.34,0.08,0.09,0.09,0.12,0.18,0.23,-0.1,0.09,-0.03,-0.02
Northern,1985,-0.03,-0.02,-0.05,0.16,-0.21,-0.29,0,0.07,-0.03,-0.07,0.01,0.02,0,0.09,0.02,0.03,0.03,0.03
Northern,1986,0.15,0.04,0.14,0.06,0.28,0.31,0.13,0.36,0.06,-0.02,0.14,0.2,0.26,0.2,0.04,0.09,-0.02,0.04
Northern,1987,0.07,0.27,0.21,0.51,0.27,0.5,0.25,0.25,0.23,0.26,0.17,0.1,0,0.23,0.11,0.22,0.39,0.24
Northern,1988,0.44,0.26,0.38,0.43,0.52,0.46,0.37,0.59,0.36,0.42,0.4,0.45,0.47,0.43,0.06,0.23,0.26,0.19
Northern,1989,0.32,0.26,0.28,0.34,0.3,0.39,0.27,0.08,0.27,0.32,0.24,0.33,0.46,0.23,0.12,0.25,0.25,0.2
Northern,1990,0.71,0.41,0.53,0.39,0.45,0.55,0.53,0.48,0.41,0.33,0.48,0.79,1.17,0.5,0.46,0.48,0.42,0.45
Northern,1991,0.56,0.35,0.43,0.21,0.52,0.57,0.41,0.6,0.42,0.43,0.47,0.45,0.46,0.33,0.33,0.29,0.36,0.33
Northern,1992,0.16,-0.07,0.14,0.22,0.44,0.5,0.14,0.61,-0.04,-0.1,0.05,0.3,0.55,0.19,-0.08,-0.17,-0.18,-0.14
Northern,1993,0.23,0.03,0.19,0.22,0.38,0.52,0.19,0.39,0.12,0.12,0.22,0.31,0.39,0.32,-0.21,0.12,-0.06,-0.05
Northern,1994,0.49,0.33,0.36,0.37,0.17,-0.04,0.37,0.34,0.36,0.34,0.42,0.46,0.49,0.39,0.5,0.55,0.33,0.46
Northern,1995,0.72,0.54,0.59,0.27,0.77,1.19,0.58,0.75,0.47,0.38,0.51,0.57,0.59,0.41,0.57,0.6,0.43,0.53
Northern,1996,0.18,0.19,0.26,0.35,0.36,0.55,0.27,0.27,0.24,0.29,0.25,0.28,0.32,0.35,0.35,0.05,0.04,0.15
Northern,1997,0.49,0.48,0.51,0.51,0.43,0.6,0.52,0.34,0.46,0.41,0.49,0.55,0.74,0.42,0.59,0.63,0.52,0.58
Northern,1998,0.87,0.72,0.69,0.73,0.72,1.04,0.71,0.62,0.73,0.75,0.73,0.75,0.72,0.66,0.49,0.54,0.61,0.55
Northern,1999,0.54,0.31,0.49,0.66,0.78,1,0.48,0.59,0.34,0.36,0.35,0.4,0.29,0.36,0.53,0.4,0.4,0.44
Northern,2000,0.89,0.47,0.53,0.27,0.65,0.89,0.5,0.38,0.44,0.42,0.44,0.76,0.83,0.55,0.2,0.29,0.37,0.28
Northern,2001,0.6,0.68,0.61,0.65,0.43,0.46,0.64,0.57,0.61,0.63,0.51,0.68,0.76,0.69,0.98,0.6,0.56,0.71
Northern,2002,0.51,0.55,0.73,0.42,0.94,1.14,0.71,1.02,0.63,0.66,0.68,0.71,1.11,0.52,0.79,0.54,0.62,0.65
Northern,2003,0.61,0.86,0.7,0.98,0.64,0.56,0.75,0.93,0.7,0.68,0.55,0.66,0.66,0.72,0.66,0.99,0.78,0.81
Northern,2004,0.7,0.55,0.7,0.45,0.86,0.92,0.66,0.67,0.51,0.5,0.47,0.7,0.87,0.52,0.98,0.7,0.6,0.76
